Name;Size;Type;Alignment;CR;XP;Arctic;Coastal;Desert;Forest;Grassland;Hill;Mountain;Swamp;Underdark;Underwater;Urban;Other Plane;source;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Titivilus;Medium;Fiend;Lawful Evil;13    ;10000    ;;;;;;;;;;;;x;Mordenkainen Presents: Monsters of the Multiverse 242;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Titivilus;Medium;Fiend;Lawful Neutral;13    ;10000    ;;;;;;;;;;;;x;Mordenkainen's Tome of Foes 179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tlincalli;Large;Monstrosity;Neutral;13    ;10000    ;;;x;x;x;x;x;x;x;x;;;Mordenkainen Presents: Monsters of the Multiverse 243;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Toad King;Medium;Fey;Neutral;13    ;10000    ;;;;;;;;;;;;;Tome of Beasts 2 22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tomb Tapper;Huge;Construct;Lawful Neutral;13    ;10000    ;;;;;;;;;;;;;Icewind Dale: Rime of the Frostmaiden 310;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Topaz Dragon Wyrmling;Medium;Dragon;Chaotic Neutral;13    ;10000    ;;x;;;;;;;;;;;Fizban's Treasury of Dragons 223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tophet;Huge;Construct;Neutral Evil;13    ;10000    ;;;x;x;x;x;x;x;x;x;;;Tome of Beasts 283;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Topi;Small;Undead;Chaotic Evil;13    ;10000    ;;;;;;;;;;;x;;The Tortle Package 22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tormented Qiqirin;Large;Fiend;Chaotic Evil;13    ;10000    ;x;;;;;;;;;;;;Tome of Beasts 2 302;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tortle;Medium;Humanoid;Any;13    ;10000    ;;x;;;;;;;;;;;Mordenkainen Presents: Monsters of the Multiverse 244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tortle;Medium;Humanoid;Lawful Good;13    ;10000    ;;x;;;;;;;;;;;Mordenkainen's Tome of Foes 242;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tortle Druid;Medium;Humanoid;Any;13    ;10000    ;;x;;;;;;;;;;;Mordenkainen Presents: Monsters of the Multiverse 244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tortle Druid;Medium;Humanoid;Lawful Good;13    ;10000    ;;x;;;;;;;;;;;Mordenkainen's Tome of Foes 242;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tosculi Drone;Small;Monstrosity;Lawful Neutral;13    ;10000    ;;;;;;;;;;;;;Tome of Beasts 386;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tosculi Elite Bow Raider;Medium;Monstrosity;Lawful Neutral;13    ;10000    ;;;;;;;;;;;;;Tome of Beasts 386;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tosculi Hive Queen;Large;Monstrosity;Lawful Neutral;13    ;10000    ;;;;;;;;;;;;;Tome of Beasts 385;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tosculi Jeweled Drone;Small;Humanoid;Lawful Evil;13    ;10000    ;;;x;x;x;x;x;x;x;x;;;Creature Codex 355;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tosculi Warrior;Small;Monstrosity;Lawful Neutral;13    ;10000    ;;;;;;;;;;;;;Tome of Beasts 386;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Totivillus, Scribe of Hell;Medium;Fiend;Lawful Neutral;13    ;10000    ;;;;;;;;;;;;x;Tome of Beasts 101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Transcendent Lunarchidna;Medium;Aberration;Neutral Evil;13    ;10000    ;;;;;;;;;;;;;Tome of Beasts 2 244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Transmuter;Medium;Humanoid;Any;13    ;10000    ;;;;;;;;;;;x;;Volo's Guide to Monsters 218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Transmuter Wizard;Medium;Humanoid;Any;13    ;10000    ;;;;;;;;;;;x;;Mordenkainen Presents: Monsters of the Multiverse 265;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Trapper;Large;Monstrosity;Unaligned;13    ;10000    ;;;;;;;;;;;;;Mordenkainen Presents: Monsters of the Multiverse 245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Trapper;Large;Monstrosity;Unaligned;13    ;10000    ;;;;;;;;;;;;;Volo's Guide to Monsters 194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Treacle;Tiny;Ooze;Unaligned;14    ;11500    ;;;;;;;;;;;;;Tome of Beasts 387;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Treant;Huge;Plant;Chaotic Good;14    ;11500    ;;;;;;;;;;;;;Monster Manual 289;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Treant Sapling;Large;Plant;Chaotic Good;14    ;11500    ;;;;;;;;;;;;;The Wild Beyond The Witchlight 36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tree Blight;Huge;Plant;Neutral Evil;14    ;11500    ;;;;;;;;;;;;;Curse of Strahd 230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tree Skinner;Medium;Fiend;Chaotic Evil;14    ;11500    ;;;;;;;;;;;;;Tome of Beasts 2 351;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tressym;Tiny;Monstrosity;Chaotic Neutral;14    ;11500    ;;;;;;;;;;;;;Baldur's Gate: Descent into Avernus 241;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tri-Flower Frond;Medium;Plant;Unaligned;14    ;11500    ;;;;;;;;;;;;;Fifth Edition Foes 232;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tri-Flower Frond;Medium;Plant;Neutral;14    ;11500    ;;;;;;;;;;;;;Tomb of Annihilation 234;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tribal Warrior;Medium;Humanoid;Any;14    ;11500    ;x;x;x;x;x;x;x;x;x;x;;;Monster Manual 350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tricenatorus;Huge;Monstrosity;Unaligned;14    ;11500    ;;;;;;;;;;;;;Tome of Beasts 2 109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Triceratops;Huge;Beast;Unaligned;14    ;11500    ;;;;;;;;;;;;;Monster Manual 80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tridrone;Medium;Construct;Lawful Neutral;14    ;11500    ;;;;;;;;;;;;x;Monster Manual 225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Trinket;Large;Beast;Not Provided;14    ;11500    ;;;;;;;;;;;;;Tal'Dorei Campaign Setting Reborn 266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Triton Master of Waves;Medium;Humanoid;Neutral;14    ;11500    ;;x;;;;;;;;;;;Mythic Odysseys of Theros 245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Triton Shorestalker;Medium;Humanoid;Neutral Evil;14    ;11500    ;;x;;;;;;;;;;;Mythic Odysseys of Theros 244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Troglodyte;Medium;Humanoid;Chaotic Evil;14    ;11500    ;;;;;;;;;;;;;Monster Manual 290;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Troglodyte Champion of Laogzed;Medium;Humanoid;Chaotic Evil;14    ;11500    ;;;;;;;;;;;;;Out of the Abyss 229;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Troll;Large;Giant;Chaotic Evil;14    ;11500    ;x;;;;;;;;;;;;Monster Manual 291;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Troll Boar;Large;Monstrosity;Chaotic Evil;14    ;11500    ;;;;;;;;;;;;;Monster a Day Compendium 2.0 211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Troll Runt;Medium;Giant;Neutral Evil;14    ;11500    ;x;;;;;;;;;;;;Monster a Day Compendium 2.0 143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Trollkin;Medium;Humanoid;Neutral;14    ;11500    ;x;x;x;x;x;x;x;x;x;x;x;;Tome of Beasts 2 352;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Trollkin Grunt;Medium;Humanoid;Neutral;14    ;11500    ;x;x;x;x;x;x;x;x;x;x;x;x;Creature Codex 357;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Trollkin Reaver;Medium;Humanoid;Neutral;14    ;11500    ;x;;;;;;;;;;;;Tome of Beasts 390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Trollkin Shaman;Medium;Humanoid;Neutral;14    ;11500    ;x;x;x;x;x;x;x;x;x;x;x;x;Creature Codex 357;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tromokratis;Gargantuan;Monstrosity;Any;14    ;11500    ;;x;;;;;;;;;;;Mythic Odysseys of Theros 254;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Trostani;Large;Fey;Neutral Good;14    ;11500    ;;;;;;;;;;;;;Guildmaster's Guide to Ravnica 252;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Truesong Dancer;Medium;Humanoid;Chaotic Neutral;14    ;11500    ;;;;;;;;;;;x;;Monster a Day Compendium 2.0 216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Truesong Dirge;Medium;Humanoid;Chaotic Neutral;14    ;11500    ;;;;;;;;;;;x;;Monster a Day Compendium 2.0 216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tsucora Quori;Medium;Aberration;Lawful Evil;14    ;11500    ;;;;;;;;;;;;x;Eberron: Rising from the Last War 307;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tulpa;Medium;Undead;Neutral Evil;14    ;11500    ;x;x;x;x;x;x;x;x;x;x;x;x;Creature Codex 358;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tunnel Prawn;Small;Beast;Unaligned;14    ;11500    ;;;;;;;;;;;;;Fifth Edition Foes 236;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tunnel Worm;Huge;Monstrosity;Unaligned;14    ;11500    ;;;;;;;;;;;;;Fifth Edition Foes 237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tusk Giant;Large;Giant;Chaotic Evil;14    ;11500    ;x;;;;;;;;;;;;Monster a Day Compendium 2.0 217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tuskaloth;Gargantuan;Beast;Unaligned;14    ;11500    ;x;;;;;;;;;;;;Monster a Day Compendium 2.0 218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tusked Crimson Ogre;Large;Giant;Chaotic Evil;14    ;11500    ;;;;;;;;;;;;;Creature Codex 279;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tusked Skyfish;Large;Aberration;Lawful Good;14    ;11500    ;;x;;;;;;;;;;;Tome of Beasts 391;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tveirherjar;Medium;Undead;Lawful Evil;14    ;11500    ;x;x;x;x;x;x;x;x;x;x;x;x;Creature Codex 359;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Twig Blight;Small;Plant;Neutral Evil;14    ;11500    ;;;;;;;;;;;;;Monster Manual 32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Two-Headed Cerberus;Medium;Monstrosity;Lawful Evil;14    ;11500    ;;;;;;;;;;;;x;Mythic Odysseys of Theros 215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Two-Headed Crocodile;Large;Beast;Unaligned;14    ;11500    ;;;;;;;;;;;;;Infernal Machine Rebuild 89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Two-Headed Eagle;Huge;Monstrosity;Unaligned;14    ;11500    ;;x;;;;;;;;;;;Creature Codex 360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Two-Headed Owlbear;Large;Monstrosity;Unaligned;14    ;11500    ;;;;;;;;;;;;;Infernal Machine Rebuild 90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Two-headed Troll;Large;Giant;Chaotic Evil;14    ;11500    ;;;;;;;;;;;;;Fifth Edition Foes 235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Typhon;Huge;Monstrosity;Chaotic Evil;14    ;11500    ;;;;;;;;;;;;x;Mythic Odysseys of Theros 246;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Typhon, Father of Monsters;Gargantuan;Fiend;Chaotic Evil;14    ;11500    ;;;;;;;;;;;;x;Creature Codex 80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tyrannosaurus Rex;Huge;Beast;Unaligned;14    ;11500    ;;;;;;;;;;;;;Monster Manual 80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tyrannosaurus Zombie;Huge;Undead;Unaligned;14    ;11500    ;;;;;;;;;;;;;Tomb of Annihilation 241;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tzepharion;Large;Fiend;Lawful Evil;14    ;11500    ;;;;;;;;;;;;x;Tome of Beasts 2 106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Udaak;Gargantuan;Fiend;Neutral Evil;14    ;11500    ;;;;;;;;;;;;;Explorer's Guide to Wildemount 301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ulamog, the Ceaseless Hunger;Gargantuan;Aberration;Chaotic Evil;14    ;11500    ;;;;;;;;;;;;x;Monster a Day Compendium 2.0 219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ulitharid;Large;Aberration;Lawful Evil;14    ;11500    ;;;;;;;;;;;;;Mordenkainen Presents: Monsters of the Multiverse 249;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ulitharid;Large;Aberration;Lawful Neutral;14    ;11500    ;;;;;;;;;;;;;Volo's Guide to Monsters 175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ulnorya;Large;Aberration;Neutral Evil;14    ;11500    ;;;;;;;;;;;;;Tome of Beasts 2 353;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ulthar Champion;Tiny;Beast;Any;14    ;11500    ;;;;;;;;;;;x;x;Sandy Petersen's Cthulhu Mythos 290;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ultralisk;Gargantuan;Monstrosity;Unaligned;14    ;11500    ;;;;;;;;;;;;;Monster a Day Compendium 2.0 220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ultroloth;Medium;Fiend;Neutral Evil;14    ;11500    ;;;;;;;;;;;;x;Monster Manual 314;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Umber Hulk;Large;Monstrosity;Chaotic Evil;14    ;11500    ;;;;;;;;;;;;;Monster Manual 292;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Umbral;Medium;Fiend;Chaotic Evil;15    ;13000    ;;;;;;;;;;;x;x;Tome of Beasts 397;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Un-Man;Medium;Ooze;Any;15    ;13000    ;;;;;;;;;;;;;Sandy Petersen's Cthulhu Mythos 387;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Undead Phoenix;Huge;Undead;Chaotic Evil;15    ;13000    ;x;x;x;x;x;x;x;x;x;x;x;x;Creature Codex 361;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Undead Sharkenbear;Huge;Undead;Unaligned;15    ;13000    ;;;;;;;;;;;;;Monster a Day Compendium 2.0 221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Undead Warchief;Large;Undead;Lawful Neutral;15    ;13000    ;;;;;;;;;;;x;;Monster a Day Compendium 2.0 222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Undercity Medusa;Medium;Monstrosity;Neutral Evil;15    ;13000    ;;;;;;;;;;;x;;Guildmaster's Guide to Ravnica 222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Underworld Cerberus;Large;Monstrosity;Lawful Evil;15    ;13000    ;;;;;;;;;;;;x;Mythic Odysseys of Theros 215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Undine;Medium;Fey;Chaotic Neutral;15    ;13000    ;;x;;;;;;;;;;;Creature Codex 362;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Undying Councilor;Medium;Undead;Neutral Good;15    ;13000    ;;;;;;;;;;;x;;Eberron: Rising from the Last War 311;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Undying Soldier;Medium;Undead;Neutral Good;15    ;13000    ;;;;;;;;;;;x;;Eberron: Rising from the Last War 311;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Unhatched;Small;Undead;Chaotic Evil;15    ;13000    ;x;x;x;x;x;x;x;x;x;x;x;x;Creature Codex 363;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Unicorn;Large;Celestial;Lawful Good;15    ;13000    ;;;;;;;;;;;;;Monster Manual 294;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Unspeakable Horror;Huge;Monstrosity;Not Provided;15    ;13000    ;;;;;;;;;;;;x;Van Richten's Guide to Ravenloft 250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Uraeus;Tiny;Celestial;Lawful Neutral;15    ;13000    ;;;;;;;;;;;;x;Tome of Beasts 392;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Urbane Magician;Medium;Humanoid;Any Chaotic or Evil;15    ;13000    ;;;;;;;;;;;x;;Sandy Petersen's Cthulhu Mythos 406;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Urdimmu;Large;Celestial;Lawful Good;15    ;13000    ;;;;;;;;;;;;x;Tome of Beasts 2 19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Urochar (strangling Watcher);Huge;Aberration;Chaotic Evil;15    ;13000    ;;;;;;;;;;;;;Tome of Beasts 393;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ursa Polaris;Large;Monstrosity;Neutral Evil;15    ;13000    ;x;;;;;;;;;;;;Creature Codex 364;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ushabti;Large;Construct;Unaligned;15    ;13000    ;;;x;x;x;x;x;x;x;x;;;Tome of Beasts 394;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Uthgardt Shaman;Medium;Humanoid;Neutral Evil;15    ;13000    ;;;;;;;;;;;;;Storm King's Thunder 243;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vaettir;Medium;Undead;Lawful Neutral;15    ;13000    ;x;x;;;;;;;;;;;Tome of Beasts 395;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Valaara;Medium;Aberration;Neutral Evil;15    ;13000    ;;;;;;;;;;;;x;DM's Guild: Exploring Eberron 235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Valenar Hawk;Tiny;Fey;Neutral;15    ;13000    ;;;;;;;;;;;;x;Eberron: Rising from the Last War 312;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Valenar Hound;Medium;Fey;Neutral;15    ;13000    ;;;;;;;;;;;;x;Eberron: Rising from the Last War 312;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Valenar Steed;Large;Fey;Neutral;15    ;13000    ;;;;;;;;;;;;x;Eberron: Rising from the Last War 312;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Valin Sarnaster;Medium;Undead;Lawful Evil;15    ;13000    ;;;x;x;x;x;x;x;x;x;;;Candlekeep Mysteries 182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Valkruung;Tiny;Monstrosity;Chaotic Neutral;15    ;13000    ;;;;;;;;;;;x;;Tome of Beasts 2 355;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Valkyrie;Medium;Celestial;Neutral;15    ;13000    ;;;;;;;;;;;;x;Tome of Beasts 396;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vallowex;Large;Aberration;Chaotic Neutral;15    ;13000    ;;;;;;;;;;;;;Tome of Beasts 2 356;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Valygar;Medium;Humanoid;Neutral Good;15    ;13000    ;;;;;;;;;;;x;;Minsc and Boo's Journal of Villainy 36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vampire;Medium;Undead;Lawful Neutral;15    ;13000    ;;;;;;;;;;;x;;Monster Manual 297;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vampire (spellcaster);Medium;Undead;Lawful Neutral;15    ;13000    ;;;;;;;;;;;x;;Monster Manual 297;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vampire (warrior);Medium;Undead;Lawful Neutral;15    ;13000    ;;;;;;;;;;;x;;Monster Manual 297;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vampire Neonate;Medium;Undead;Neutral Evil;15    ;13000    ;;;;;;;;;;;x;;Planeshift: Innistrad 17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vampire Patrician;Medium;Undead;Lawful Evil;15    ;13000    ;;;;;;;;;;;x;;Creature Codex 365;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vampire Priestess;Medium;Undead;Lawful Evil;15    ;13000    ;;;;;;;;;;;x;;Creature Codex 367;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vampire Rose;Small;Plant;Unaligned;15    ;13000    ;;;;;;;;;;;;;Fifth Edition Foes 238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vampire Spawn;Medium;Undead;Neutral Evil;15    ;13000    ;;;;;;;;;;;x;;Monster Manual 298;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vampire Thrall;Medium;Humanoid;Any Non-Good;15    ;13000    ;x;x;x;x;x;x;x;x;x;x;x;x;Creature Codex 368;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vampire Warlock;Medium;Humanoid;Neutral;15    ;13000    ;;;;;;;;;;;x;;Tome of Beasts 245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vampiric Ixitxachitl;Medium;Aberration;Chaotic Evil;15    ;13000    ;;;;;;;;;;;x;;Out of the Abyss 226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vampiric Ixitxachitl Cleric;Medium;Aberration;Chaotic Evil;15    ;13000    ;;;;;;;;;;;x;;Out of the Abyss 226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vampiric Jade Statue;Large;Construct;Unaligned;15    ;13000    ;;;;;;;;;;;;;Ghosts of Saltmarsh 256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vampiric Knight;Medium;Undead;Neutral Evil;15    ;13000    ;x;x;x;x;x;x;x;x;x;x;x;x;Creature Codex 369;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vampiric Mind Flayer;Medium;Undead;Not Provided;15    ;13000    ;;;;;;;;;;;;;Van Richten's Guide to Ravenloft 252;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vampiric Mist;Medium;Undead;Chaotic Evil;15    ;13000    ;x;x;;;;;;;;;x;;Mordenkainen Presents: Monsters of the Multiverse 250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vanara;Medium;Humanoid;Neutral Good;15    ;13000    ;;;;;;;;;;;;;Creature Codex 338;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vangsluagh;Medium;Aberration;Chaotic Evil;15    ;13000    ;;;;;;;;;;;;;Tome of Beasts 2 359;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vanifer;Medium;Humanoid;Neutral Evil;15    ;13000    ;;;;;;;;;;;;;Princes of the Apocalypse 203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vanifer (with Lair Actions);Medium;Humanoid;Neutral Evil;15    ;13000    ;;;;;;;;;;;x;;Princes of the Apocalypse 203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vapor Lynx;Large;Monstrosity;Chaotic Neutral;15    ;13000    ;;;;;;;;;;;;;Tome of Beasts 398;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vargouille;Tiny;Fiend;Chaotic Evil;15    ;13000    ;;;x;x;x;x;x;x;x;x;;;Mordenkainen Presents: Monsters of the Multiverse 251;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
